000	431
286	533		
285	532		
284	531		
283	529		
283	527		
283	525		
284	523		
285	521		
287	519		
289	518		
290	517		
291	517		
291	516		
292	517		
292	518		
291	519		
289	519		
287	520		
286	521		
283	521		
283	522		
282	522		
282	522		
283	522		
285	522		
287	521		
290	521		
293	520		
295	519		
298	519		
302	520		
306	521		
310	523		
315	526		
319	529		
323	532		
326	535		
328	537		
329	540		
330	542		
330	543		
331	545		
332	546		
332	546		
333	545		
333	545		
335	546		
335	544		
336	543		
337	542		
338	541		
339	539		
341	537		
342	535		
344	534		
345	533		
345	532		
345	532		
344	531		
343	531		
341	532		
340	532		
339	532		
336	531		
335	531		
333	530		
333	529		
332	528		
332	527		
332	525		
332	523		
332	521		
333	520		
333	519		
333	518		
335	519		
336	521		
338	523		
339	526		
340	529		
340	532		
340	535		
341	538		
341	541		
341	543		
342	545		
343	547		
344	547		
344	548		
345	548		
346	547		
346	547		
346	546		
348	545		
348	543		
349	540		
349	538		
350	536		
350	534		
350	532		
348	532		
346	531		
344	531		
342	532		
340	532		
339	533		
337	534		
337	535		
337	536		
338	536		
339	536		
340	536		
341	535		
343	533		
345	532		
346	529		
346	527		
348	524		
348	521		
347	520		
346	518		
345	517		
345	516		
343	517		
343	518		
343	520		
343	522		
344	524		
346	526		
349	529		
352	529		
357	531		
361	532		
365	532		
369	532		
373	530		
377	529		
378	525		
381	523		
383	520		
384	515		
384	511		
383	507		
382	503		
380	500		
378	497		
375	495		
373	495		
369	495		
366	496		
362	498		
358	501		
356	503		
353	505		
351	507		
349	509		
348	509		
347	509		
348	510		
348	509		
348	508		
349	507		
349	505		
349	505		
350	504		
350	504		
352	505		
353	507		
354	509		
356	512		
360	513		
363	516		
366	520		
371	522		
375	524		
380	526		
385	528		
390	529		
394	529		
399	530		
403	529		
405	528		
408	526		
409	525		
411	522		
410	519		
411	516		
408	512		
407	508		
405	505		
403	500		
400	497		
397	494		
395	492		
391	490		
388	489		
386	488		
385	488		
383	488		
382	488		
383	488		
382	488		
381	487		
382	486		
382	485		
381	483		
381	482		
381	480		
380	479		
378	478		
378	477		
377	476		
377	477		
377	478		
377	479		
377	482		
378	484		
379	487		
381	489		
383	491		
385	493		
387	494		
389	494		
391	494		
393	494		
395	492		
396	491		
397	490		
398	487		
398	484		
398	483		
397	480		
396	478		
396	477		
395	476		
395	476		
394	477		
394	479		
394	480		
394	482		
392	485		
392	487		
392	489		
393	491		
394	492		
395	493		
395	494		
396	495		
396	494		
396	494		
396	495		
396	494		
395	493		
395	492		
395	492		
396	492		
396	492		
398	494		
399	495		
401	497		
404	499		
406	501		
409	502		
411	504		
414	505		
416	505		
419	506		
421	506		
423	505		
424	504		
425	500		
425	499		
425	496		
425	492		
425	489		
423	485		
421	481		
420	477		
418	473		
416	470		
415	467		
413	465		
412	463		
410	462		
408	461		
406	461		
404	461		
403	461		
401	460		
400	460		
398	459		
396	459		
396	459		
395	458		
394	459		
394	460		
394	461		
395	462		
396	465		
398	467		
399	471		
401	474		
404	477		
406	481		
408	484		
411	488		
413	491		
415	495		
416	497		
418	499		
419	500		
419	502		
420	503		
419	503		
419	503		
417	503		
416	502		
413	501		
411	500		
408	498		
406	496		
402	493		
399	491		
396	488		
393	486		
390	484		
387	480		
385	479		
383	477		
382	475		
381	475		
379	475		
378	474		
378	474		
377	472		
377	472		
376	471		
375	470		
375	469		
375	468		
374	467		
374	466		
374	466		
374	466		
374	466		
375	465		
375	466		
376	467		
378	468		
378	469		
379	471		
381	472		
382	475		
384	478		
386	479		
387	481		
390	484		
391	486		
393	488		
395	491		
396	492		
399	494		
401	496		
405	497		
408	499		
411	500		
415	501		
420	502		
424	504		
429	505		
434	505		
439	507		
444	508		
449	508		
453	510		
455	511		
458	512		
461	513		
462	514		
464	516		
466	516		
467	516		
468	517		
470	518		
470	520		
471	521		
475	525		
477	527		
478	529		
			
			
