000	431
000	434		
001	436		
004	437		
007	437		
010	435		
012	433		
013	429		
014	427		
016	424		
018	422		
020	420		
021	419		
023	418		
024	420		
025	422		
026	426		
028	430		
030	434		
031	439		
032	444		
034	448		
035	451		
036	454		
037	457		
038	458		
039	458		
041	459		
043	459		
045	458		
046	458		
046	457		
046	457		
048	458		
050	458		
052	459		
053	460		
055	461		
057	461		
059	462		
062	463		
065	463		
067	463		
070	464		
071	463		
074	463		
077	461		
079	459		
081	458		
084	455		
085	451		
088	449		
088	445		
087	441		
088	438		
086	434		
085	432		
083	430		
082	428		
081	427		
081	426		
081	425		
080	425		
079	425		
080	427		
080	425		
081	426		
080	428		
081	428		
082	430		
083	430		
085	431		
086	432		
086	432		
087	433		
087	433		
087	435		
087	436		
088	438		
088	439		
088	442		
089	445		
092	448		
095	450		
096	453		
100	456		
099	457		
098	460		
101	461		
102	462		
103	463		
103	462		
103	461		
103	459		
102	458		
102	456		
101	453		
101	449		
100	446		
099	443		
159	459		
104	440		
105	438		
106	438		
109	437		
110	438		
113	438		
114	440		
115	440		
116	441		
117	442		
119	443		
119	443		
120	444		
121	443		
120	441		
121	441		
120	440		
120	438		
119	436		
117	435		
117	434		
116	433		
116	433		
118	433		
119	432		
122	431		
123	430		
126	430		
128	431		
131	430		
133	430		
135	431		
137	431		
139	431		
140	430		
142	430		
144	428		
146	427		
147	424		
148	421		
147	416		
148	412		
149	408		
151	405		
152	401		
154	399		
154	398		
156	398		
157	399		
158	400		
159	402		
160	405		
160	407		
161	409		
163	411		
163	413		
164	414		
166	413		
167	413		
168	412		
169	412		
169	411		
170	410		
171	409		
173	409		
174	409		
175	411		
176	412		
177	414		
178	415		
179	417		
180	419		
182	419		
182	419		
182	419		
184	415		
185	414		
187	413		
189	410		
190	407		
191	403		
192	397		
192	393		
192	387		
192	382		
192	377		
192	374		
192	369		
193	366		
193	362		
193	360		
194	358		
195	358		
197	359		
198	359		
198	360		
199	360		
201	361		
202	360		
203	358		
206	357		
209	355		
211	352		
213	350		
214	348		
216	346		
217	345		
218	345		
219	346		
220	346		
221	350		
221	353		
221	354		
221	358		
221	362		
221	365		
221	367		
219	369		
218	369		
217	369		
216	367		
216	364		
215	361		
215	356		
215	349		
216	345		
218	341		
219	336		
220	332		
222	329		
223	328		
224	328		
225	330		
226	332		
226	336		
225	339		
225	342		
224	345		
224	348		
223	349		
222	350		
222	350		
221	349		
220	348		
219	345		
218	341		
218	337		
218	333		
218	329		
216	325		
218	323		
219	322		
220	321		
221	321		
222	322		
222	323		
222	324		
222	326		
222	327		
221	328		
221	328		
220	327		
219	327		
218	323		
218	319		
217	315		
215	310		
215	305		
214	300		
214	296		
215	293		
216	290		
217	290		
218	291		
218	295		
220	300		
221	304		
222	307		
222	312		
223	317		
223	321		
223	324		
223	326		
223	327		
222	328		
222	328		
220	326		
219	324		
218	323		
217	322		
215	318		
215	314		
215	312		
216	309		
217	308		
218	307		
219	307		
220	307		
221	307		
221	307		
222	309		
223	310		
225	311		
226	311		
227	309		
227	308		
228	307		
228	306		
229	304		
229	302		
230	301		
230	301		
230	300		
231	300		
232	302		
233	305		
234	308		
234	313		
235	318		
237	323		
238	328		
239	332		
240	336		
241	339		
242	340		
242	342		
244	343		
244	341		
245	340		
245	339		
245	337		
245	336		
245	335		
245	335		
245	335		
245	337		
245	338		
245	340		
245	344		
244	347		
244	350		
244	353		
244	357		
244	358		
244	360		
245	361		
246	363		
246	364		
247	365		
247	365		
248	367		
249	369		
250	371		
251	376		
252	379		
253	383		
254	387		
255	391		
255	396		
255	400		
255	404		
255	409		
255	411		
255	413		
254	415		
254	417		
254	419		
254	420		
254	421		
254	421		
254	421		
254	422		
255	423		
256	423		
257	425		
259	426		
260	429		
261	431		
262	434		
264	438		
265	441		
265	447		
265	449		
265	452		
265	454		
264	455		
264	457		
263	458		
262	460		
262	461		
262	462		
261	463		
262	464		
262	466		
262	468		
263	470		
264	472		
264	475		
265	479		
266	482		
268	485		
268	488		
269	491		
270	493		
270	495		
270	495		
269	496		
268	496		
266	495		
263	493		
261	492		
258	490		
256	487		
254	485		
252	483		
251	481		
249	479		
248	479		
247	480		
248	482		
248	484		
249	488		
250	491		
251	495		
253	499		
255	503		
257	505		
258	508		
258	509		
259	511		
258	511		
257	512		
256	512		
255	511		
254	511		
252	509		
252	508		
251	508		
252	507		
252	508		
253	509		
254	513		
256	516		
258	519		
260	522		
262	525		
265	528		
267	531		
268	533		
270	536		
272	537		
273	538		
273	538		
272	538		
271	538		
269	537		
267	535		
265	534		
262	532		
260	530		
259	527		
256	525		
255	524		
255	523		
254	522		
254	524		
252	525		
252	527		
254	529		
254	532		
254	533		
255	536		
255	538		
256	539		
256	540		
255	540		
254	540		
253	540		
251	539		
249	538		
248	537		
247	536		
245	535		
245	534		
244	533		
244	533		
244	534		
244	535		
244	537		
244	538		
244	539		
244	541		
244	542		
243	543		
243	544		
243	544		
243	545		
244	544		
245	543		
246	542		
248	541		
249	539		
250	538		
250	535		
251	534		
250	532		
249	531		
248	530		
247	530		
246	531		
244	532		
243	534		
239	535		
237	538		
234	539		
230	541		
227	542		
224	543		
223	543		
221	543		
220	543		
218	543		
217	541		
217	540		
217	538		
217	537		
218	535		
218	533		
219	532		
221	531		
222	530		
223	530		
224	530		
225	531		
226	532		
226	533		
227	534		
227	535		
228	535		
229	535		
230	535		
231	534		
234	533		
237	532		
240	532		
244	530		
249	529		
254	529		
260	529		
264	528		
268	528		
271	529		
273	530		
274	532		
276	533		
276	535		
276	538		
276	538		
274	540		
272	542		
270	543		
266	543		
264	544		
261	543		
258	543		
255	542		
254	541		
254	539		
254	537		
255	535		
257	533		
259	532		
260	530		
261	528		
262	527		
262	527		
264	526		
265	527		
265	527		
265	527		
265	528		
265	528		
264	528		
262	529		
261	528		
260	526		
260	525		
260	524		
261	522		
263	521		
266	518		
269	517		
273	516		
276	514		
280	514		
285	515		
288	516		
291	518		
294	520		
296	522		
298	526		
299	528		
299	530		
299	531		
297	533		
294	533		
292	534		
290	534		
288	534		
