Time,Displacement,Force
(s),(mm),(N)
123.7,10.3087,89.9324
123.8,10.31673,89.8757
123.9,10.32498,89.92436
124,10.33355,89.80183
124.1,10.34196,90.24239
124.2,10.35027,90.17248
124.3,10.35846,90.15034
124.4,10.36661,90.18052
124.5,10.37507,90.29504
124.6,10.38359,90.36466
124.7,10.392,90.60551
124.8,10.40025,90.57209
124.9,10.40839,90.56356
125,10.4167,90.61838
125.1,10.42521,90.71367
125.2,10.43363,90.76636
125.3,10.44198,90.85332
125.4,10.45018,90.88845
125.5,10.45827,90.89664
125.6,10.46679,90.9847
125.7,10.47525,91.05837
125.8,10.48366,91.22838
125.9,10.49191,91.26994
126,10.5,91.48839
126.1,10.5083,91.33886
126.2,10.51693,91.37498
126.3,10.52529,91.54797
126.4,10.5337,91.48438
126.5,10.54179,91.47231
126.6,10.54998,91.58676
126.7,10.55845,91.68774
126.8,10.56697,91.73723
126.9,10.57532,91.7329
127,10.58357,91.8488
127.1,10.59161,91.90431
127.2,10.60002,91.79688
127.3,10.60854,92.07597
127.4,10.61695,92.144
127.5,10.6253,92.317
127.6,10.63345,92.43205
127.7,10.64164,92.34924
127.8,10.65016,92.31139
127.9,10.65862,92.28194
128,10.66698,92.49634
128.1,10.67523,92.7728
128.2,10.68338,92.65142
128.3,10.69168,92.39462
128.4,10.70025,92.73994
128.5,10.70866,92.75991
128.6,10.71696,92.84136
128.7,10.72505,92.75027
128.8,10.7333,92.99503
128.9,10.74182,93.01334
129,10.75029,92.9435
129.1,10.75864,93.16006
129.2,10.76689,93.27985
129.3,10.77498,93.18101
129.4,10.78339,93.46719
129.5,10.79196,93.4547
129.6,10.80037,93.4437
129.7,10.80862,93.59793
129.8,10.81671,93.62006
129.9,10.82497,93.66313
130,10.83348,93.60293
130.1,10.84195,93.84531
130.2,10.8503,93.82532
130.3,10.8585,94.04871
130.4,10.86664,94.06246
130.5,10.87505,93.91926
130.6,10.88357,93.99876
130.7,10.89204,94.17937
130.8,10.90028,94.2719
130.9,10.90837,94.18449
131,10.91668,94.17543
131.1,10.9252,94.36021
131.2,10.93366,94.47168
131.3,10.94196,94.67666
131.4,10.95016,94.71451
131.5,10.9583,94.65607
131.6,10.96677,94.64086
131.7,10.97528,94.76474
131.8,10.98364,94.81419
131.9,10.99189,94.86195
132,10.99998,94.91209
132.1,11.00834,94.86999
132.2,11.01691,94.97726
132.3,11.02537,95.06309
132.4,11.03368,95.33775
132.5,11.04177,95.07208
132.6,11.05002,95.27171
132.7,11.05843,95.26669
132.8,11.06695,95.51423
132.9,11.0753,95.56631
133,11.08361,95.58816
133.1,11.09164,95.44743
133.2,11.1,95.60752
133.3,11.10852,95.68201
133.4,11.11693,95.72044
133.5,11.12534,95.65164
133.6,11.13343,96.07304
133.7,11.14163,95.95307
133.8,11.15009,96.10635
133.9,11.15861,96.0701
134,11.16702,96.18306
134.1,11.17527,96.35725
134.2,11.1833,96.34303
134.3,11.19171,96.20615
134.4,11.20023,96.36601
134.5,11.20864,96.56741
134.6,11.217,96.59823
134.7,11.22504,96.64854
134.8,11.23329,96.69935
134.9,11.24186,96.71996
135,11.25027,96.78619
135.1,11.25868,96.89635
135.2,11.26688,96.74443
135.3,11.27502,96.98025
135.4,11.28338,97.12743
135.5,11.29189,96.93199
135.6,11.30036,97.11947
135.7,11.30866,97.34084
135.8,11.3167,97.25716
135.9,11.325,97.30995
136,11.33352,97.43665
136.1,11.34193,97.38261
136.2,11.35034,97.45959
136.3,11.35854,97.8192
136.4,11.36657,97.64179
136.5,11.37504,97.63299
136.6,11.38355,97.88225
136.7,11.39202,97.76581
136.8,11.40032,97.99016
136.9,11.40836,97.92426
137,11.41666,98.08498
137.1,11.42518,98.11758
137.2,11.4337,97.9862
137.3,11.44205,98.28941
137.4,11.45014,98.23452
137.5,11.45829,98.45818
137.6,11.46675,98.27028
137.7,11.47521,98.576
137.8,11.48368,98.76487
137.9,11.49193,98.85848
138,11.50002,98.69342
138.1,11.50832,98.75079
138.2,11.51689,98.98104
138.3,11.5253,98.84538
138.4,11.53371,99.06506
138.5,11.5418,98.97988
138.6,11.54995,99.16702
138.7,11.55847,99.06556
138.8,11.56693,99.27943
138.9,11.57534,99.28861
139,11.58354,99.39047
139.1,11.59168,99.4668
139.2,11.60004,99.51501
139.3,11.60855,99.42166
139.4,11.61696,99.65633
139.5,11.62532,99.79836
139.6,11.63341,99.65565
139.7,11.64161,99.7753
139.8,11.65018,99.90308
139.9,11.65864,99.83459
140,11.66705,100.10429
140.1,11.67525,100.09633
140.2,11.68328,99.89108
140.3,11.6917,100.18899
140.4,11.70027,100.32897
140.5,11.70868,100.44067
140.6,11.71698,100.44998
140.7,11.72507,100.55572
140.8,11.73327,100.4674
140.9,11.74179,100.49066
141,11.7503,100.6764
141.1,11.75866,100.71996
141.2,11.76691,100.85516
141.3,11.775,100.93668
141.4,11.78341,100.89394
141.5,11.79187,100.95531
141.6,11.80034,101.13854
141.7,11.8087,101.03726
141.8,11.81673,101.20856
141.9,11.82493,101.29015
142,11.8335,101.51499
142.1,11.84196,101.48541
142.2,11.85032,101.5597
142.3,11.85846,101.53293
142.4,11.86661,101.58552
142.5,11.87507,101.7094
142.6,11.88359,101.79041
142.7,11.892,101.90073
142.8,11.9003,101.87084
142.9,11.90839,101.94061
143,11.9167,101.92455
143.1,11.92521,101.90584
143.2,11.93368,102.19316
143.3,11.94203,102.21883
143.4,11.95018,102.20802
143.5,11.95827,102.25474
143.6,11.96673,102.29431
143.7,11.97525,102.45119
143.8,11.98366,102.49222
143.9,11.99196,102.5784
144,12,102.65645
144.1,12.0083,102.67324
144.2,12.01687,102.69033
144.3,12.02534,102.75906
144.4,12.0337,102.84021
144.5,12.04179,102.93571
144.6,12.04993,102.94704
144.7,12.05845,103.09543
144.8,12.06696,103.10527
144.9,12.07537,103.16621
145,12.08357,103.36209
145.1,12.09161,103.13593
145.2,12.10002,103.07138
145.3,12.10854,103.41652
145.4,12.11695,103.41031
145.5,12.12536,103.51949
145.6,12.13345,103.52847
145.7,12.14164,103.49706
145.8,12.15016,103.82253
145.9,12.15862,103.88379
146,12.16704,103.69382
146.1,12.17528,103.98584
146.2,12.18337,103.87969
146.3,12.19168,103.99691
146.4,12.20025,103.89801
146.5,12.20866,104.18651
146.6,12.21696,104.05073
146.7,12.225,104.13752
146.8,12.2333,104.28708
146.9,12.24182,104.05223
147,12.25029,104.54875
147.1,12.2587,104.47666
147.2,12.26684,104.42837
147.3,12.27493,104.48827
147.4,12.28339,104.73357
147.5,12.29196,104.71332
147.6,12.30037,104.79707
147.7,12.30862,104.71172
147.8,12.31671,104.82916
147.9,12.32496,104.75799
148,12.33348,104.8287
148.1,12.34195,104.91252
148.2,12.3503,105.24943
148.3,12.3585,105.17474
148.4,12.36664,105.03336
148.5,12.37505,105.26611
148.6,12.38357,105.32515
148.7,12.39198,105.43289
148.8,12.40034,105.34274
148.9,12.40837,105.70846
149,12.41668,105.42196
149.1,12.4252,105.68345
149.2,12.43366,105.71372
149.3,12.44202,105.81043
149.4,12.45021,105.97402
149.5,12.4583,105.80001
149.6,12.46677,105.99811
149.7,12.47523,105.99645
149.8,12.4837,106.24313
149.9,12.49189,106.29416
150,12.49998,106.16423
150.1,12.50834,106.1902
149.1,12.4252,105.68345
149.2,12.43366,105.71372
149.3,12.44202,105.81043
149.4,12.45021,105.97402
149.5,12.4583,105.80001
149.6,12.46677,105.99811
149.7,12.47523,105.99645
149.8,12.4837,106.24313
149.9,12.49189,106.29416
150,12.49998,106.16423
150.1,12.50834,106.1902
